name,description,injection,patient,effects,id,image,country,disease,price
Vắc xin Infanrix Hexa,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Infanrix Hexa là vắc xin kết hợp phòng được 6 loại bệnh trong 1 mũi tiêm, bao gồm: Ho gà, bạch hầu, uốn ván, bại liệt, viêm gan B và các bệnh viêm phổi, viêm màng não mủ do H.Influenzae týp B (Hib). Tích hợp trong duy nhất trong 1 vắc xin, 6 trong 1 Infanrix Hexa giúp giảm số mũi tiêm, đồng nghĩa với việc hạn chế đau đớn cho bé khi phải tiêm quá nhiều mũi.</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Infanrix Hexa được chỉ định tiêm bắp sâu. Không được tiêm tĩnh mạch hoặc trong da.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Infanrix Hexa được chỉ định tiêm cho trẻ từ 6 tuần tuổi đến 2 tuổi phòng 6 bệnh: Bạch hầu, Ho gà, Uốn ván, Bại liệt, Viêm gan B và các bệnh do Hib.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Infanrix Hexa có độ an toàn cao. Tuy nhiên, sau khi tiêm vắc xin 6 trong 1 Infanrix Hexa (Bỉ), trẻ có thể gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt, vì đó là đáp ứng miễn dịch của cơ thể. Cụ thể như:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Tại chỗ tiêm: sưng đỏ, đau từ 1 – 3 ngày. Có thể nổi cục cứng, sau khoảng 1-3 tuần sẽ tự khỏi</span></li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Toàn thân: Trẻ có thể sốt, quấy khóc, nôn, tiêu chảy, bú kém.</span></li>
</ul>
</div>",infanrix-vac-xin-6-trong-1,https://vnvc.vn/wp-content/uploads/2017/04/vac-xin-Infanrix-hexa.jpg,GSK (Bỉ),"Ho gà, bạch hầu, uốn ván, bại liệt, viêm gan B và các bệnh do HIB",996000
Vắc xin Pentaxim,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Pentaxim l</span><span style=""font-weight: 400;"">à vắc xin kết hợp phòng được 5 loại bệnh trong 1 mũi tiêm, bao gồm: Ho gà, bạch hầu, uốn ván, bại liệt và các bệnh viêm phổi, viêm màng não mủ do H.Influenzae týp B (Hib). Tích hợp trong duy nhất trong 1 vắc xin, 5 trong 1 Pentaxim giúp giảm số mũi tiêm, đồng nghĩa với việc hạn chế đau đớn cho bé khi phải tiêm quá nhiều. </span></p>","<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Pentaxim được chỉ định tiêm bắp (ở mặt trước – bên đùi).</span></p>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Pentaxim được chỉ định tiêm cho trẻ từ 2 tháng tuổi </span><span style=""font-weight: 400;"">đến tròn 2 tuổi phòng 5 bệnh: Bạch hầu, Ho gà, Uốn ván, Bại liệt và các bệnh do Hib.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Pentaxim có độ an toàn cao. Tuy nhiên, người được tiêm có thể gặp một số phản ứng nhẹ, kéo dài từ 1- 2 ngày:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Tại chỗ tiêm: nốt quầng đỏ, nốt cứng. Các triệu chứng trên thường gặp trong 48 giờ sau khi tiêm và có thể kéo dài 48 – 72 giờ.</span></li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Toàn thân: trẻ có thể sốt, quấy khóc, tiêu chảy, nôn, chán ăn, buồn ngủ, phát ban.</span></li>
</ul>
</div>",pentaxim-vac-xin-5-trong-1,https://vnvc.vn/wp-content/uploads/2017/04/vac-xin-pentaxim-1.jpg,Sanofi (Pháp),"Ho gà, bạch hầu, uốn ván, bại liệt và các bệnh do HIB",795000
Vắc xin Heberbiovac,"<p style=""text-align: justify;"">Vắc xin Heberbiovac HB là vắc xin viêm gan B tái tổ hợp phòng bệnh do virus viêm gan B – loại virus có thể lây truyền dễ dàng qua đường máu, quan hệ tình dục và từ mẹ truyền sang con.</p>",,"<div class=""content_item_list""><p style=""text-align: justify;"">Vắc xin Heberbiovac HB được chỉ định tiêm chủng cho trẻ sơ sinh và người lớn.<br>
Vắc xin Heberbiovac HB 10mcg/0.5ml phòng ngừa viêm gan B được dùng để chủng ngừa cho trẻ sơ sinh đến trẻ tròn 10 tuổi.</p>
<p style=""text-align: justify;"">Vắc xin Heberbiovac HB 20mcg/1ml phòng ngừa viêm gan B được dùng để chủng ngừa cho trẻ trên 10 tuổi (10 tuổi 1 ngày) trở lên và người lớn.</p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;"">Vắc xin Heberbiovac HB có độ an toàn cao. Tuy nhiên, người được tiêm có thể gặp một số phản ứng nhẹ, kéo dài từ 1- 2 ngày:</p>
<ul>
<li style=""text-align: justify;"">Phản ứng tại chỗ tiêm: Nổi ban đỏ, chai cứng, sưng đau, tăng nhạy cảm tại chỗ tiêm.</li>
<li style=""text-align: justify;"">Các phản ứng toàn thân khác: Sốt, đau đầu, buồn ngủ, giảm cảm giác thèm ăn, nôn mửa, tiêu chảy.</li>
</ul>
</div>",heberbiovac-hb,https://vnvc.vn/wp-content/uploads/2022/08/vac-xin-Heberbiovac-HB.jpg,C.I.G.B (Cu Ba),viêm gan b,270000
Vắc xin Priorix,"<p style=""text-align: justify;"">Vắc xin Priorix có thể tiêm sớm cho trẻ từ 9 tháng tuổi, Priorix có thể tăng khả năng bảo vệ lên đến 98% nếu tiêm đủ 2 mũi. Priorix bảo vệ sớm cho trẻ, giảm tỷ lệ bệnh nặng và tử vong, giúp ngăn ngừa sự lây lan của virus.</p>","<p style=""text-align: justify;"">Không có số liệu ở người liên quan đến việc dùng Priorix cho phụ nữ cho con bú. Có thể tiêm vắc xin khi lợi ích thu được vượt trội nguy cơ.</p>","<div class=""content_item_list""><p style=""text-align: justify;"">Vắc xin Priorix được chỉ định tiêm chủng cho trẻ em từ 9 tháng tuổi và người lớn.</p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;"">Vắc xin Priorix có độ an toàn cao. Tuy nhiên, người được tiêm có thể gặp một số phản ứng nhẹ, kéo dài từ 1- 2 ngày:</p>
<ul>
<li style=""text-align: justify;"">Phản ứng tại chỗ tiêm: Nổi ban đỏ, chai cứng, sưng đau, tăng nhạy cảm tại chỗ tiêm.</li>
<li style=""text-align: justify;"">Các phản ứng toàn thân khác: Sốt, đau đầu, buồn ngủ, giảm cảm giác thèm ăn, nôn mửa, tiêu chảy.</li>
</ul>
</div>",vac-xin-priorix,https://vnvc.vn/wp-content/uploads/2022/07/vac-xin-priorix.jpg,GSK (Bỉ),Sởi - quai bị - rubella,495000
Vắc xin Rotarix,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Rotarix là vắc xin sống, giảm độc lực được chỉ định cho trẻ từ 6 tuần tuổi phòng viêm dạ dày – ruột do Rotavirus tuýp huyết thanh G1 và không phải G1. Mặc dù trong thành phần chỉ có 1 tuýp G1P tuy nhiên vắc xin có khả năng bảo vệ chéo tất cả các tuýp G1 và không phải G1 (G2, G3, G4, G9).</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Chỉ dùng đường uống.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vắc xin Rotarix có khả năng bám dính rất tốt vì vậy sau khi uống nếu trẻ có nôn trớ thì cũng không cần uống liều khác. Tuy nhiên nếu xác định rằng đã bị nôn trớ phần lớn vắc xin thì có thể uống lại.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Rotarix được chỉ định chủng ngừa cho trẻ từ 6 tuần tuổi phòng tránh nguy cơ nhiễm virus Rota – nguyên nhân gây tiêu chảy cấp ở trẻ nhỏ.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Rotarix có độ an toàn cao. Tuy nhiên, sau khi uống vắc xin, trẻ hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Toàn thân: rối loạn tiêu hóa và thường tự khỏi sau vài ngày.</span></li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Nếu đi ngoài phân nước nhiều lần, nôn nhiều, có dấu hiệu mất nước nên khám lại ngay tại cơ sở y tế.</span></li>
</ul>
</div>",vac-xin-rotarix,https://vnvc.vn/wp-content/uploads/2017/04/vac-xin-rotarix.jpg,GSK (Bỉ),Tiêu chảy,825000
Vắc xin Rotateq,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Rotateq</span> là vắc xin sống giảm độc lực phòng ngừa Rotavirus, ngũ giá, dùng đường uống được chỉ định cho trẻ từ 7,5 tuần tuổi phòng viêm dạ dày – ruột do Rotavirus ở trẻ nhỏ gây ra bởi các tuýp vi-rút G1, G2, G3, G4 và các tuýp có chứa P1A (ví dụ như G9).</p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Chỉ dùng đường uống. Không được tiêm.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Nếu trẻ bị nôn trớ hoặc nhổ ra thì không được uống liều thay thế vì chưa có nghiên cứu lâm sàng cho việc uống thay thế. Cứ dùng liều tiếp theo trong lịch uống vắc xin.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vắc xin được đóng trong tuýp định liều có thể vặn nắp và cho uống luôn, không được pha loãng bằng nước hoặc sữa.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Rotateq được chỉ định chủng ngừa cho trẻ từ 6 tuần tuổi phòng tránh nguy cơ nhiễm virus Rota – nguyên nhân gây tiêu chảy cấp ở trẻ nhỏ.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi uống vắc xin phòng bệnh tiêu chảy do Rotavirus, trẻ hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt, đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Toàn thân: rối loạn tiêu hóa và thường tự khỏi sau vài ngày.</span></li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Nếu đi ngoài phân nước nhiều lần, nôn nhiều, có dấu hiệu mất nước nên khám lại ngay tại cơ sở y tế.</span></li>
</ul>
</div>",vac-xin-rotateq,https://vnvc.vn/wp-content/uploads/2021/02/vac-xin-RotaTeq.jpg,MSD (Mỹ),Tiêu chảy,665000
Vắc xin Rotavin,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Rotavin là vắc xin sống giảm độc lực có tác dụng phòng nguy cơ nhiễm virus Rota – nguyên nhân gây tình trạng tiêu chảy cấp ở trẻ nhỏ. Vắc xin có dung dịch màu hồng, được sản xuất trên dây chuyền công nghệ hiện đại, đạt các tiêu chuẩn của <a href=""https://www.who.int/"" target=""_blank"" rel=""nofollow noreferrer noopener"">Tổ chức Y tế Thế giới (WHO)</a> về vắc xin uống.</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Chỉ được dùng đường uống, không được tiêm.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Liều uống: 2ml/liều.</span></li>
</ul>","<div class=""content_item_list""><p><span style=""font-weight: 400;"">Vắc xin Rotavin được chỉ định chủng ngừa cho trẻ từ 6 tuần tuổi phòng tiêu chảy cấp do Rotavirus.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Rotavin là vắc xin có độ an toàn cao. Sau khi uống vắc xin, trẻ hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Toàn thân: rối loạn tiêu hóa và thường tự khỏi sau vài ngày.</span></li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Nếu đi ngoài phân nước nhiều lần, nôn nhiều, có dấu hiệu mất nước nên khám lại ngay tại cơ sở y tế.</span></li>
</ul>
</div>",rotavin-m1-vac-xin-phong-benh-tieu-chay-cap-rotavirus,https://vnvc.vn/wp-content/uploads/2020/05/vac-xin-rotavin-1.jpg,Polyvac (Việt Nam),Tiêu chảy,490000
Vắc xin Mengoc BC,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin VA-Mengoc-BC phòng bệnh viêm màng não do não mô cầu khuẩn </span><span style=""font-weight: 400;"">Meningococcal</span><span style=""font-weight: 400;""> tuýp B và C gây ra.</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm bắp sâu, tốt nhất là vào vùng cơ delta cánh tay. Tuy nhiên ở trẻ nhỏ có thể tiêm bắp đùi, ở mặt trước ngoài của đùi.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Không được tiêm tĩnh mạch.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin phòng viêm màng não do mô cầu BC của CuBa được chỉ định tiêm cho trẻ từ 6 tháng tuổi trở lên và người lớn đến 45 tuổi.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng bệnh Viêm màng não do mô cầu VA-Mengoc-BC có thể gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Tại chỗ tiêm: sưng đau, có thể tạo cục cứng, sau khoảng 72 giờ sẽ tự khỏi.</span></li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Toàn thân: sốt nhẹ.</span></li>
</ul>
</div>",va-mengoc-bc-vac-xin-phong-viem-mang-nao-nao-mo-cau-b-c,https://vnvc.vn/wp-content/uploads/2017/04/vac-xin-va-mengoc-bc.jpg,Finlay Institute (Cu Ba),Viêm màng não do não mô cầu,385000
Vắc xin Ivacflu-S,"<p><span style=""font-weight: 400;"">Vắc xin Ivacflu – S phòng 3 chủng cúm A(H3N2), cúm A(H1N1),và cúm B (Victoria/Yamagata).</span></p>","<p><span style=""font-weight: 400;"">Vắc xin Ivacflu-S được sử dụng qua đường tiêm bắp. Vị trí tiêm: Cơ delta (bắp cánh tay). Không được tiêm vắc xin vào mạch máu.</span></p>","<div class=""content_item_list""><p><span style=""font-weight: 400;"">Vắc xin dành cho người lớn từ 18 tuổi đến 60 tuổi (đến sinh nhật lần thứ 60 tuổi). Lưu ý, không chỉ định tiêm cho phụ nữ mang thai.</span></p>
</div>","<div class=""content_item_list""><p><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng bệnh cúm, người tiêm hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul>
<li>Tại chỗ tiêm: đau, đỏ, sưng</li>
<li>Toàn thân: sốt,mệt mỏi, đau đầu</li>
</ul>
</div>",vac-xin-ivacflu-s,https://vnvc.vn/wp-content/uploads/2021/02/vac-xin-ivacflu-s.jpg,,,
Vắc xin Mvvac,"<p><span style=""font-weight: 400;"">Vắc xin MVVAC tạo miễn dịch chủ động phòng bệnh sởi cho trẻ từ 9 tháng tuổi trở lên và người chưa có kháng thể sởi.</span></p>","<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin </span><span style=""font-weight: 400;"">MVVAC</span><span style=""font-weight: 400;""> chỉ được tiêm dưới da, không được tiêm tĩnh mạch.</span></p>","<div class=""content_item_list""><p style=""text-align: justify;""><b><span style=""font-weight: 400;"">Vắc xin MVVAC phòng bệnh sởi cho trẻ từ 9 tháng tuổi trở lên và người chưa có kháng thể sởi.</span></b></p>
</div>","<div class=""content_item_list""><ul>
<li aria-level=""1""><b><i>Sau khi tiêm sởi, người tiêm có sốt không?</i></b></li>
</ul>
<p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng bệnh sởi, trẻ hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1"">Tại chỗ tiêm: đau, đỏ, sưng</li>
<li style=""font-weight: 400;"" aria-level=""1"">Toàn thân: Sốt, ban, ho và sổ mũi</li>
</ul>
<p style=""text-align: justify;""><span style=""font-weight: 400;"">Các triệu chứng này thường kéo dài từ 1 đến 3 ngày rồi tự khỏi mà không cần điều trị.</span></p>
</div>",vac-xin-mvvac,https://vnvc.vn/wp-content/uploads/2021/02/vac-xin-MVVAC.jpg,Polyvac (Việt Nam),Sởi,396000
Vắc xin MMR II,"<p style=""text-align: justify;"">Vắc xin phối hợp MMR-II của Mỹ là vắc xin sống giảm độc lực tạo miễn dịch chủ động dùng để ngăn ngừa nhiễm virus bệnh sởi, quai bị và rubella. Thuốc hoạt động bằng cách giúp cơ thể tạo kháng thể chống lại virus.</p>","<p style=""text-align: justify;"">Tiêm dưới da, không được tiêm tĩnh mạch.</p>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin MMR-II phòng Sởi – Quai bị – Rubella được chỉ định dành cho trẻ từ 12 tháng tuổi trở lên và người&nbsp; lớn.</span></p>
</div>","<div class=""content_item_list""><ul>
<li style=""text-align: justify;"" aria-level=""1""><b><i>Sau khi tiêm Sởi – Quai bị – Rubella, người tiêm có sốt không?</i></b></li>
</ul>
<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Sởi-Quai bị-Rubella là vắc xin có độ an toàn cao. Sau khi tiêm vắc xin MMR-II, người tiêm hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể:</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Tại chỗ tiêm: đau, đỏ, sưng</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Toàn thân: Sốt, ban, ho và sổ mũi</li>
</ul>
</div>",mmr-ii-vac-xin-phong-3-benh-soi-quai-bi-rubella,https://vnvc.vn/wp-content/uploads/2017/04/vac-xin-MMR-II.jpg,MSD (Mỹ),"Sởi, quai bị, rubella",445000
Vắc xin Tetraxim,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin 4 trong 1 Tetraxim (Pháp)</span><span style=""font-weight: 400;""> được chỉ định để phòng ngừa các bệnh ho gà, bạch hầu, uốn ván, bại liệt cho trẻ từ 2 tháng tuổi trở lên đến 13 tuổi tùy theo mỗi quốc gia.</span></p>","<p style=""text-align: justify;""><span style=""font-weight: 400;"">Tiêm bắp ở trẻ nhũ nhi và tiêm vùng cơ delta ở trẻ 2 tháng tuổi đến 13 tuổi.</span></p>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin 4 trong 1 Tetraxim (Pháp) được chỉ định tiêm cho trẻ từ 2 tháng tuổi trở lên đến 13 tuổi (tùy theo khuyến cáo chính thức của từng quốc gia).</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><strong>Sau tiêm vắc xin 4 trong 1 có biểu hiện sốt không?</strong></p>
<p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm 4 trong 1, trẻ hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể, cụ thể như sau:</span></p>
<ul>
<li style=""text-align: justify;""><span style=""font-weight: 400;""> Tại chỗ tiêm: đỏ, sưng (có thể hơn 5cm) hoặc lan ra toàn bộ chi bên tiêm. Xảy ra trong vòng 24 – 72 giờ sau khi tiêm vắc xin và tự khỏi trong vòng 3-5 ngày.</span></li>
<li style=""text-align: justify;""><span style=""font-weight: 400;""> Toàn thân: sốt, tiêu chảy, kém ăn, quấy khóc.</span></li>
</ul>
</div>",vac-xin-tetraxim,https://vnvc.vn/wp-content/uploads/2021/02/vac-xin-tetraxim.jpg,Sanofi (Pháp),"Bạch hầu, ho gà, uốn ván, bại liệt",645000
Vắc xin Imojev,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Imojev là <a href=""https://vnvc.vn/vac-xin-viem-nao-nhat-ban/"" target=""_blank"" rel=""noopener"">vắc xin phòng viêm não Nhật Bản</a> được chỉ định cho trẻ em từ 9 tháng tuổi trở lên và người lớn.</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Trẻ từ 9 tháng tuổi đến 24 tháng tuổi: Tiêm tại mặt trước – bên của đùi hoặc vùng <a href=""https://www.ncbi.nlm.nih.gov/books/NBK537056/"" target=""_blank"" rel=""nofollow noreferrer noopener"">cơ Delta</a> ở cánh tay.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Trẻ từ 2 tuổi trở lên và người lớn: Tiêm tại vùng cơ Delta ở cánh tay.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Liều tiêm: 0,5ml/liều Imojev hoàn nguyên.</span></li>
</ul>","<div class=""content_item_list""><p><span style=""font-weight: 400;"">Vắc xin Imojev được chỉ định phòng viêm não Nhật Bản cho trẻ em từ 9 tháng tuổi trở lên và người lớn. </span></p>
</div>","<div class=""content_item_list""><p><strong><i>Sau khi tiêm vắc xin Viêm não Nhật Bản B, bé có sốt không?</i></strong></p>
<p><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng bệnh Viêm não Nhật Bản B, bé hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể. Cụ thể như sau:</span></p>
<ul>
<li style=""font-weight: 400;"" aria-level=""1"">Tại chỗ tiêm: đau, sưng, đỏ tại vị trí tiêm là triệu chứng thường gặp</li>
<li style=""font-weight: 400;"" aria-level=""1"">Toàn thân: sốt, đau đầu,đau cơ, mệt mỏi, cáu kỉnh, mất cảm giác thèm ăn, nôn</li>
</ul>
</div>",imojev-vac-xin-phong-viem-nao-nhat-ban-moi,https://vnvc.vn/wp-content/uploads/2019/07/vac-xin-imojev.jpg,Sanofi (Thái Lan),Viêm não nhật bản,875000
Vắc xin Avaxim,"<p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Avaxim 80U tạo miễn dịch chủ động phòng ngừa virus gây bệnh viêm gan siêu vi A.</span></p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm bắp vào cơ delta trên cánh tay.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Avaxim 80U được chỉ định cho trẻ từ 12 tháng đến dưới 16 tuổi.</span></p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Sau khi tiêm vắc xin phòng bệnh Viêm gan A, người tiêm hay gặp những phản ứng nhẹ, không kéo dài và không cần điều trị đặc biệt. Đó là sự đáp ứng miễn dịch của cơ thể, cụ thể như sau:</span></p>
<ul>
<li>Tại chỗ tiêm: có thể sưng quầng đỏ tại chỗ tiêm 1-2 ngày.</li>
<li>Phản ứng sau tiêm toàn thân: Sốt nhẹ, đau đầu, đau cơ, mệt mỏi,…</li>
</ul>
</div>",avaxim-vac-xin-phong-viem-gan,https://vnvc.vn/wp-content/uploads/2017/04/vac-xin-avaxim-80U.jpg,Sanofi (Pháp),Viêm gan A,660000
Vắc xin Havax,"<p style=""text-align: justify;"">Vắc xin Havax được dùng để phòng ngừa bệnh viêm gan A cho mọi đối tượng người lớn và trẻ em từ 24 tháng tuổi trở lên, đặc biệt cho những người có nguy cơ phơi nhiễm với virus viêm gan A.</p>","<ul style=""text-align: justify;"">
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Tiêm bắp. Không được tiêm vào đường tĩnh mạch hoặc trong da.</span></li>
<li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Ở người lớn thì tiêm vắc-xin vào vùng cơ Delta song ở trẻ em nên tiêm vào vùng đùi ngoài thì tốt hơn vì cơ Delta còn nhỏ.</span></li>
</ul>","<div class=""content_item_list""><p style=""text-align: justify;""><span style=""font-weight: 400;"">Vắc xin Havax được khuyến cáo chủng ngừa cho trẻ từ 24 tháng tuổi đến dưới 18 tuổi, sử dụng cho những người có nguy cơ phơi nhiễm với virus viêm gan A như:&nbsp;</span></p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Những người chưa tiêm vắc xin Viêm gan A và có dự định đi du lịch đến những vùng dịch lưu hành (những vùng thường có virus viêm gan A).</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Các đối tượng vì nghề nghiệp có phơi nhiễm: hộ lý, y tá, cán bộ viên chức làm công tác chăm sóc phục vụ trẻ tàn tật, nhân viên xử lý nước, nước thải và thực phẩm công nghiệp.</li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Những người đặc biệt có nguy cơ lây nhiễm (bệnh nhân ưa chảy máu, truyền dịch nhiều lần, tiêm tĩnh mạch,đồng tính).</span></li>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1""><span style=""font-weight: 400;"">Havax không bảo vệ chống lại được các bệnh gan do các tác nhân gây bệnh và các virút viêm gan khác gây ra.</span></li>
</ul>
<p>Havax không bảo vệ chống lại được các bệnh viêm gan do các tác nhân gây bệnh là các virus viêm gan khác gây ra.</p>
</div>","<div class=""content_item_list""><p style=""text-align: justify;"">Sau khi tiêm vắc xin phòng bệnh Viêm gan A, người tiêm có thể gặp phải những phản ứng nhẹ, không kéo dài và không cần điều trị đặc hiệu, cụ thể như sau:</p>
<ul>
<li style=""font-weight: 400; text-align: justify;"" aria-level=""1"">Tại chỗ tiêm: có thể sưng quầng đỏ tại chỗ tiêm 1-2 ngày.<br>
Toàn thân: Sốt nhẹ, đau đầu, đau cơ, mệt mỏi,…</li>
</ul>
</div>",vac-xin-havax,https://vnvc.vn/wp-content/uploads/2021/02/vac-xin-havax.jpg,Vabiotech (Việt Nam),Viêm gan A,255000
